0, 404452
1, 650784
2, 486447
3, 545253
4, 733127
5, 525558
6, 419608
7, 461583
8, 730403
9, 402147
10, 573679
11, 517736
12, 320992
13, 449221
14, 501533
15, 784112
16, 447963
17, 480650
18, 680396
19, 658327
20, 484281
21, 626060
22, 498879
23, 534218
24, 542669
25, 507190
26, 552097
27, 531773
28, 438116
29, 626130
30, 505164
31, 534008
32, 678511
33, 652669
34, 457532
35, 630599
36, 512637
37, 771400
38, 696251
39, 540992
40, 427500
41, 449640
42, 532193
43, 528980
44, 478694
45, 508586
46, 468427
47, 507399
48, 536244
49, 471501
50, 535126
51, 465424
52, 723069
53, 570046
54, 468707
55, 553075
56, 568789
57, 544554
58, 532053
59, 497272
60, 569977
61, 546720
62, 673692
63, 946074
64, 492733
65, 497063
66, 664543
67, 553843
68, 537780
69, 657489
70, 510961
71, 554053
72, 572003
73, 544764
74, 564180
75, 494757
76, 501672
77, 929800
78, 532682
79, 464935
80, 550980
81, 536872
82, 474573
83, 493850
84, 460046
85, 485888
86, 547138
87, 535335
88, 409062
89, 562085
90, 764416
91, 512637
92, 542879
93, 791096
94, 475481
95, 581920
96, 498389
97, 780620
98, 790816
99, 644289
100, 496224
101, 558802
102, 469894
103, 762461
104, 482326
105, 504815
106, 531285
107, 569069
108, 514733
109, 456624
110, 662866
111, 782785
112, 676765
113, 441957
114, 519342
115, 520180
116, 585691
117, 496224
118, 496574
119, 499716
120, 669362
121, 503068
122, 482885
123, 669921
124, 710079
125, 423100
126, 460395
127, 487843
128, 489101
129, 526396
130, 422262
131, 535405
132, 666708
133, 432878
134, 462491
135, 451037
136, 642333
137, 680187
138, 565227
139, 677463
140, 460745
141, 361430
142, 524720
143, 626898
144, 495316
145, 499716
146, 486098
147, 532333
148, 532821
149, 462561
150, 430434
151, 524859
152, 439304
153, 628015
154, 528980
155, 480510
156, 400262
157, 528491
158, 483583
159, 420377
160, 536173
161, 235226
162, 666777
163, 435951
164, 574167
165, 416954
166, 495526
167, 704352
168, 682562
169, 415208
170, 558523
171, 495107
172, 578148
173, 440002
174, 488681
175, 516828
176, 437837
177, 461024
178, 318687
179, 417513
180, 629133
181, 416046
182, 539247
183, 437977
184, 587158
185, 506421
186, 394256
187, 501393
188, 521228
189, 449710
190, 466053
191, 456903
192, 493151
193, 474364
194, 394466
195, 346554
196, 528910
197, 457043
198, 676765
199, 494758
200, 661888
201, 862124
202, 514942
203, 536174
204, 411716
205, 456275
206, 400052
207, 565717
208, 520320
209, 508377
210, 488332
211, 493710
212, 474993
213, 451036
214, 626479
215, 490428
216, 499437
217, 490777
218, 469685
219, 584225
220, 493640
221, 486446
222, 557545
223, 394395
224, 421075
225, 524719
226, 534567
227, 418631
228, 495736
229, 511659
230, 428268
231, 544275
232, 713920
233, 597564
234, 573889
235, 466472
236, 443983
237, 426034
238, 451805
239, 493361
240, 495666
241, 556288
242, 378192
243, 443843
244, 625711
245, 493990
246, 434624
247, 439863
248, 491196
249, 499158
250, 511380
251, 715387
252, 493291
253, 491545
254, 486447
255, 491964
256, 721813
257, 473106
258, 524440
259, 727260
260, 534568
261, 519482
262, 483024
263, 605457
264, 604688
265, 546720
266, 448453
267, 672644
268, 506002
269, 603990
270, 496992
271, 455856
272, 634162
273, 673692
274, 477367
275, 663495
276, 447405
277, 669222
278, 664961
279, 526536
280, 449290
281, 480440
282, 455856
283, 509494
284, 712943
285, 409271
286, 497202
287, 566555
288, 550421
289, 475831
290, 460605
291, 463817
292, 408294
293, 675088
294, 408015
295, 700231
296, 522345
297, 750657
298, 447544
299, 507888
300, 688918
301, 509774
302, 406338
303, 490776
304, 503767
305, 485119
306, 589113
307, 507888
308, 696250
309, 453202
310, 741787
311, 488751
312, 454669
313, 642053
314, 479952
315, 484212
316, 447405
317, 502510
318, 594282
319, 416256
320, 456065
321, 681234
322, 713990
323, 605387
324, 565926
325, 487913
326, 617260
327, 291379
328, 518783
329, 478834
330, 631437
331, 453132
332, 435183
333, 579126
334, 481907
335, 616352
336, 518784
337, 520949
338, 394186
339, 465494
340, 475481
341, 660073
342, 352350
343, 576542
344, 471779
345, 534428
346, 561596
347, 669292
348, 424846
349, 482536
350, 470244
351, 419538
352, 339360
353, 463398
354, 430853
355, 489450
356, 424428
357, 473037
358, 568092
359, 430713
360, 462560
361, 534638
362, 425195
363, 491964
364, 401100
365, 491894
366, 479253
367, 530097
368, 497342
369, 476809
370, 513475
371, 495596
372, 536732
373, 412414
374, 525069
375, 457113
376, 694924
377, 654905
378, 529050
379, 480161
380, 499926
381, 605037
382, 516618
383, 494339
384, 455437
385, 504954
386, 526885
387, 453970
388, 395513
389, 520250
390, 541062
391, 608948
392, 554682
393, 625431
394, 707704
395, 576752
396, 444401
397, 473176
398, 594212
399, 522973
400, 459278
401, 452922
402, 474993
403, 438605
404, 486795
405, 510961
406, 492662
407, 617469
408, 417443
409, 678651
410, 575773
411, 435881
412, 439024
413, 499018
414, 481977
415, 484282
416, 510263
417, 366389
418, 401589
419, 514732
420, 525348
421, 412624
422, 533031
423, 534218
424, 549374
425, 529539
426, 460954
427, 461932
428, 402147
429, 507120
430, 689615
431, 448662
432, 463398
433, 433996
434, 436370
435, 435742
436, 485468
437, 472129
438, 447266
439, 527723
440, 717692
441, 676345
442, 544066
443, 427151
444, 487983
445, 467380
446, 708962
447, 531145
448, 428269
449, 489030
450, 511659
451, 408294
452, 481348
453, 575843
454, 504325
455, 458859
456, 518224
457, 439234
458, 493919
459, 440770
460, 490916
461, 474783
462, 459348
463, 654346
464, 548745
465, 508796
466, 523881
467, 469265
468, 427291
469, 642822
470, 400961
471, 449570
472, 551189
473, 408084
474, 657279
475, 633114
476, 688498
477, 538199
478, 387481
479, 484910
480, 671108
481, 515850
482, 572911
483, 486516
484, 498878
485, 675368
486, 525418
487, 452085
488, 472898
489, 542390
490, 405919
491, 345926
492, 466193
493, 450199
494, 546790
495, 571793
496, 669990
497, 523811
498, 488891
499, 515081
500, 509983
501, 420516
502, 511241
503, 477297
504, 582968
505, 341107
506, 576053
507, 665451
508, 467589
509, 625850
510, 808137
511, 687241
512, 634441
513, 590370
514, 499506
515, 527443
516, 459557
517, 427081
518, 567323
519, 496573
520, 507119
521, 537920
522, 736898
523, 526326
524, 479951
525, 562923
526, 645825
527, 532961
528, 430504
529, 531355
530, 703584
531, 612371
532, 823083
533, 589114
534, 545532
535, 509564
536, 367786
